Model,Total_Iterations,ODE,ODE_dim,net_size,lr,batch_size,stopping_loss,L1_avg,L2_avg,End_point_L1_avg,End_point_L2_avg
PINN MLP,119,Simplified 15D Linear System,15,"(2, 50)",0.001,512,0.001,0.0028795089067048434,0.004085565078740801,0.002395986360327779,0.0036991130054260983
PINN MLP,111,Simplified 15D Linear System,15,"(2, 50)",0.001,512,0.0001,0.002484544710898703,0.004105237504338407,0.0016360499524863121,0.0022554942618693056
PINN MLP,223,Simplified 15D Linear System,15,"(2, 50)",0.001,2048,0.001,0.0031314174095122826,0.004324377050587512,0.00257264110224736,0.003929247552220635
PINN MLP,190,Simplified 15D Linear System,15,"(2, 50)",0.001,2048,0.0001,0.0019642060682786644,0.0036499009153292314,0.0010181881847450107,0.0012328769514777349
PINN MLP,67,Simplified 15D Linear System,15,"(3, 50)",0.01,512,0.001,0.006128224591952057,0.006837717098432611,0.006225071671634329,0.0083698601310479
PINN MLP,88,Simplified 15D Linear System,15,"(3, 50)",0.01,512,0.0001,0.002760803596202744,0.003382593715210383,0.0022683324249532623,0.0028243450238849776
PINN MLP,164,Simplified 15D Linear System,15,"(3, 50)",0.01,2048,0.001,0.0020420683577746946,0.0031217459891399227,0.0013692038436321557,0.0020578179791833568
PINN MLP,292,Simplified 15D Linear System,15,"(3, 50)",0.01,2048,0.0001,0.0015202931567832917,0.0028080442975372075,0.0007920513840562031,0.0016357077008285967
PINN MLP,86,Simplified 15D Linear System,15,"(3, 50)",0.001,512,0.001,0.00372052936752808,0.004845409442186854,0.0026359587672700005,0.004313540787590009
PINN MLP,92,Simplified 15D Linear System,15,"(3, 50)",0.001,512,0.0001,0.0015851500771531415,0.0024597307172403776,0.000995575433414558,0.0014198586794961447
PINN MLP,132,Simplified 15D Linear System,15,"(3, 50)",0.001,2048,0.001,0.002399194089112938,0.0043952713283659335,0.001054944922514898,0.002321481907023865
PINN MLP,137,Simplified 15D Linear System,15,"(3, 50)",0.001,2048,0.0001,0.002510662985774041,0.004001692275610974,0.001697523204759903,0.0023208169726051057
PINN MLP,59,Simplified 15D Linear System,15,"(4, 50)",0.01,512,0.001,0.002853952789161913,0.0037352117243861943,0.002002010085879168,0.00268823173076573
PINN MLP,77,Simplified 15D Linear System,15,"(4, 50)",0.01,512,0.0001,0.00444815875844301,0.005221403664089552,0.004638177627550742,0.005908885727022035
PINN MLP,223,Simplified 15D Linear System,15,"(4, 50)",0.01,2048,0.001,0.0019237452503031239,0.003389346223913434,0.0009643960146249417,0.001747023276159428
PINN MLP,256,Simplified 15D Linear System,15,"(4, 50)",0.01,2048,0.0001,0.0030445124126057036,0.004612525832906439,0.0025663198431727556,0.0032435269437217093
PINN MLP,79,Simplified 15D Linear System,15,"(4, 50)",0.001,512,0.001,0.003235115175195744,0.004138402034154013,0.0025208229535978403,0.003105211171537939
PINN MLP,85,Simplified 15D Linear System,15,"(4, 50)",0.001,512,0.0001,0.00322712285684039,0.004022011535739582,0.0025245865365836257,0.0037774799278497565
PINN MLP,110,Simplified 15D Linear System,15,"(4, 50)",0.001,2048,0.001,0.003097590144964412,0.004364655723952474,0.002116360077241299,0.002695533486935169
PINN MLP,138,Simplified 15D Linear System,15,"(4, 50)",0.001,2048,0.0001,0.0021690675632066734,0.0029468481881019864,0.0015532911939460646,0.00241245452148337
